x,y,z,tx,ty,tz,qx,qy,qz,nx,ny,nz,s,kappa,psi,theta,phi
-3.99630999565,1.72619998455,1,0.795460728069,-0.600978901817,-0.0778883153664,0.602773875093,0.797911848593,-0.000580844143279,0,0,1,0,0.325254942162,-0.0130622813407,0.0390034535627,-0.646253133345
-3.91313251494,1.667446455,0.992041754849,0.834762464626,-0.545072372292,-0.0778956777737,0.546734810621,0.83730582616,1.82938467418e-05,0,0,1,0.101835507228,0.720914641427,-0.0115940939454,0.0390060908422,-0.57777878681
-3.82692518844,1.61565422157,0.984182202587,0.873452958831,-0.480637534243,-0.0778940908262,0.482102335211,0.876114911632,3.96876214209e-09,0,0,1,0.202404580927,0.743523743793,-0.0100118623807,0.0390042931279,-0.502466072001
-3.73664513009,1.57034907384,0.976406437573,0.908831267552,-0.412341425109,-0.0632477371803,0.265173236093,0.453985356822,0.850635321775,0,0,1,0.303414705902,1.57815671154,-0.00684016942671,0.0316540263961,-0.425605737268
-3.64418767759,1.53103898491,0.975000023842,0.923879263072,-0.382684082848,0,0.382684082848,0.923879263072,0,0,0,1,0.40388193247,0.000307790435448,-0,-0,-0.392699785777
-3.55129340023,1.49256091383,0.975000023842,0.923879532511,-0.382683432365,0,-0.382683432365,-0.923879532511,0,0,0,1,0.504429974319,2.04354913329e-13,-0,-0,-0.392699081699
-3.45839916099,1.45408286008,0.975000023842,0.923879532511,-0.382683432365,0,0.382683432383,0.923879532504,0,0,0,1,0.604977974324,4.13605386892e-11,-0,-0,-0.392699081699
-3.36484001303,1.41568132507,0.975000023842,0.932296654087,-0.361694551768,0,0.361694551768,0.932296654087,0,0,0,1,0.7061115101,1.30125369202,-0,-0,-0.370084864083
-3.2682478896,1.38940922658,0.975000023842,0.988245017368,-0.152878336096,0,0.152878336096,0.988245017368,0,0,0,1,0.806212766173,2.24569103573,-0,-0,-0.153480194378
-3.16807168087,1.38533325702,0.975000023842,0.997398385658,0.0720864778387,0,-0.0720864778387,0.997398385658,0,0,0,1,0.906471862134,2.24569103573,0,-0,0.0721490567042
-3.06870880033,1.40409752084,0.975000023842,0.953800868994,0.300439515221,0,-0.300439515221,0.953800868994,0,0,0,1,1.00759099794,2.33875828727,0,-0,0.305153424557
-2.97467543931,1.43825381033,0.975000023842,0.947052243387,0.321079504635,0,0.321079504635,-0.947052243387,0,0,0,1,1.10763561347,1.12213951891,0,-0,0.326869124914
-2.8778522583,1.46509856963,0.975000023842,0.977177655184,0.212423704443,0,0.212423704443,-0.977177655184,0,0,0,1,1.20811132935,1.12220960838,0,-0,0.214054604943
