a0,acc_rollover,acc_slide,acc_upper,s,v0,v_slide,v_upper,vel_stairsend,vel,acc
3.0,4.497564283025603,3.0,3.0,0.0,0.0,2.5,2.5,2.5,0.0,0.7643799128529029
2.999999999999999,4.522551475470743,3.0,3.0,0.10115210336000001,0.7790459679377078,2.2110732488892215,2.2110732488892215,2.5,0.39323945873018545,0.759277477198178
2.9999999999999987,4.547509383798495,3.0,3.0,0.203223624179,1.1042380835100734,1.9152356726547521,1.9152356726547521,2.5,0.5564516920136665,0.7505716099075439
2.9999999999999973,4.5724378464031075,3.0,3.0,0.305137390273,1.353079576979122,1.948084007479797,1.948084007479797,2.5,0.6801658948541167,0.7391105944820427
3.0000000000000004,4.5973367018695,3.0,3.0,0.405415072747,1.5596443301220952,2.5,2.5,2.5,0.7815742060329145,0.7256178068291866
2.999999999999998,4.622205788974297,3.0,3.0,0.505921754204,1.7422773961754767,2.5,2.5,2.5,0.8698948873726048,0.7101956966621183
2.9999999999999933,4.647044946686878,3.0,3.0,0.607896204452,1.9098107829604478,2.5,2.5,2.5,0.9495055273921403,0.6928521554670022
1.6979631876113448,4.671854014170424,3.0,3.0,0.709672245458,2.063500296280085,2.5,2.5,2.5,1.0210740645614482,0.6740588041085191
-0.9717380204889593,4.692158652850252,3.0,3.0,0.810025150177,2.1444870129505236,2.1444870129505236,2.1444870129505236,2.5,1.0853016922531022,0.654249818334782
1.0639766746353516,4.712545738620591,3.0,3.0,0.9102214195880001,2.0985936957204965,2.0985936957204965,2.0985936957204965,2.5,1.1441094988362726,0.6333348165670953
3.000000000000002,4.731745852785056,3.0,3.0,1.01112099694,2.149140547587337,2.149140547587337,2.149140547587337,2.5,1.1986629951555354,0.6112411705087003
3.0,4.747528787393408,3.0,3.0,1.11187053664,2.2854545131076223,2.4843677666513733,2.4843677666513733,2.5,1.248982589592073,0.588258258223657
2.074373850577186,4.756375131963955,3.0,3.0,1.21295107284,2.414494884791434,2.5,2.5,2.5,1.2957161839827314,0.5643675892097111
0.0,4.761323970986834,3.0,3.0,1.31423813139,2.5,2.5,2.5,2.5,1.3391066781772034,0.5396797175247452
0.0,4.761342218789579,3.0,3.0,1.4155239879,2.5,2.5,2.5,2.5,1.3793224932552655,0.5143234860968868
0.0,4.76099712514773,3.0,3.0,1.5168035085799998,2.5,2.5,2.5,2.5,1.4165844177784253,0.4883736687994663
-1.0866268698790151,4.759497043908706,3.0,3.0,1.61808440111,2.5,2.5,2.5,2.5,1.451081408750371,0.46189643730876506
-1.9999999999999956,4.75774175750044,3.0,3.0,1.719379217,2.45557746009955,2.5,2.5,2.5,1.4829742694921708,0.43495206172787854
-2.0,4.756750792665481,3.0,3.0,1.8205955794400002,2.3717072358933673,2.5,2.5,2.5,1.5123694042870566,0.407625585032707
0.19523002697465117,4.756750792665465,3.0,3.0,1.92148170182,2.2850493918663894,2.2850493918663894,2.2850493918663894,2.5,1.5393208711432598,0.38004404232794986
-1.9999999999999956,4.756750792665392,3.0,3.0,2.0221463207,2.2936338495469646,2.2986841795135304,2.2986841795135304,2.5,1.5639765732562492,0.35223335340398576
1.617951750114487,4.756750792665277,3.0,3.0,2.12278345583,2.2041342280513745,2.2041342280513745,2.2041342280513745,2.5,1.5864798242845635,0.3241913031863332
0.6358171650437395,4.756750792665051,3.0,3.0,2.22342168699,2.2768098953876508,2.2768098953876508,2.2768098953876508,2.5,1.6069132868584526,0.2959585694359819
1.8162993268198575,4.7567507926651595,3.0,3.0,2.32408303468,2.3047489505737064,2.3047489505737064,2.3047489505737064,2.5,1.6253471901110532,0.2675757634864666
-1.2873429258162576,4.756750792665399,3.0,3.0,2.42482239495,2.382816272744487,2.382816272744487,2.382816272744487,2.5,1.6418478342637792,0.23907263014482777
-2.0,4.757426005196829,3.0,3.0,2.52564689075,2.3277074530150235,2.4109286557272416,2.4109286557272416,2.5,1.6564640248627576,0.21049121571981522
1.0851054584523967,4.7574260042946,3.0,3.0,2.62691276854,2.239008368823504,2.239008368823504,2.239008368823504,2.5,1.6692825468201689,0.18177370548367294
1.2901158892138405,4.757426003367787,3.0,3.0,2.72811894801,2.2875308153565292,2.2875308153565292,2.2875308153565292,2.5,1.680267081638703,0.15310494242448938
-2.0000000000000044,4.756218037453547,3.0,3.0,2.83013918602,2.3443619795931396,2.5,2.5,2.5,1.689537531684914,0.12428073492628591
-2.0,4.756218034387613,3.0,3.0,2.93056795337,2.2570595964577147,2.5,2.5,2.5,1.6969088935473082,0.09601970168566445
-1.9999999999999956,4.75757202145045,3.0,3.0,3.0316377045,2.1656497910423704,2.5,2.5,2.5,1.7026183270791617,0.06773379536532743
-1.9999999999999978,4.759072252930088,3.0,3.0,3.13205131242,2.070841516331432,2.0792528337869682,2.0792528337869682,2.5,1.7066083198107698,0.039824622793773405
0.11391843816122378,4.76082742124796,3.0,3.0,3.2330368862800003,1.9708988533970644,1.9708988533970644,1.9708988533970644,2.5,1.708963247709123,0.011991565701616415
2.5074340405173934,4.76181818181713,3.0,3.0,3.33341611167,1.976692282446205,1.976692282446205,1.976692282446205,2.5,1.7096674501707039,-0.015402954726512848
3.0,4.761818181817452,3.0,3.0,3.4338252459599996,2.100202595483979,2.100202595483979,2.100202595483979,2.5,1.7087625918991793,-0.04249504842619483
1.5392708250432887,4.76181818181792,3.0,3.0,3.53453388489,2.2394425144793613,2.5,2.5,2.5,1.7062562405739263,-0.06931614303466564
-1.9999999999999956,4.761818181818125,3.0,3.0,3.63559979065,2.30786446221253,2.5,2.5,2.5,1.7021455169691844,-0.09583813344423646
