a0,acc_rollover,acc_slide,acc_upper,s,v0,v_slide,v_upper,vel_stairsend
3.0,3.0,3.0,3.0,0.0,0.0,2.5,2.5,2.5
2.999999999999999,3.0,3.0,3.0,0.10115210336000001,0.7790459679377078,2.2110732488892215,2.2110732488892215,2.5
2.9999999999999987,3.0,3.0,3.0,0.203223624179,1.1042380835100734,1.9152356726547521,1.9152356726547521,2.5
2.9999999999999973,3.0,3.0,3.0,0.305137390273,1.353079576979122,1.948084007479797,1.948084007479797,2.5
3.0000000000000004,3.0,3.0,3.0,0.405415072747,1.5596443301220952,2.5,2.5,2.5
2.999999999999998,3.0,3.0,3.0,0.505921754204,1.7422773961754767,2.5,2.5,2.5
2.9999999999999933,3.0,3.0,3.0,0.607896204452,1.9098107829604478,2.5,2.5,2.5
1.6979631876113448,3.0,3.0,3.0,0.709672245458,2.063500296280085,2.5,2.5,2.5
-0.9717380204889593,3.0,3.0,3.0,0.810025150177,2.1444870129505236,2.1444870129505236,2.1444870129505236,2.5
1.0639766746353516,3.0,3.0,3.0,0.9102214195880001,2.0985936957204965,2.0985936957204965,2.0985936957204965,2.5
3.000000000000002,3.0,3.0,3.0,1.01112099694,2.149140547587337,2.149140547587337,2.149140547587337,2.5
3.0,3.0,3.0,3.0,1.11187053664,2.2854545131076223,2.4843677666513733,2.4843677666513733,2.5
2.074373850577186,3.0,3.0,3.0,1.21295107284,2.414494884791434,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.31423813139,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.4155239879,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.5168035085799998,2.5,2.5,2.5,2.5
-1.0866268698790151,3.0,3.0,3.0,1.61808440111,2.5,2.5,2.5,2.5
-1.9999999999999956,3.0,3.0,3.0,1.719379217,2.45557746009955,2.5,2.5,2.5
-2.0,3.0,3.0,3.0,1.8205955794400002,2.3717072358933673,2.5,2.5,2.5
0.19523002697465117,3.0,3.0,3.0,1.92148170182,2.2850493918663894,2.2850493918663894,2.2850493918663894,2.5
-1.9999999999999956,3.0,3.0,3.0,2.0221463207,2.2936338495469646,2.2986841795135304,2.2986841795135304,2.5
1.617951750114487,3.0,3.0,3.0,2.12278345583,2.2041342280513745,2.2041342280513745,2.2041342280513745,2.5
0.6358171650437395,3.0,3.0,3.0,2.22342168699,2.2768098953876508,2.2768098953876508,2.2768098953876508,2.5
1.8162993268198575,3.0,3.0,3.0,2.32408303468,2.3047489505737064,2.3047489505737064,2.3047489505737064,2.5
-1.2873429258162576,3.0,3.0,3.0,2.42482239495,2.382816272744487,2.382816272744487,2.382816272744487,2.5
-2.0,3.0,3.0,3.0,2.52564689075,2.3277074530150235,2.4109286557272416,2.4109286557272416,2.5
1.0851054584523967,3.0,3.0,3.0,2.62691276854,2.239008368823504,2.239008368823504,2.239008368823504,2.5
1.2901158892138405,3.0,3.0,3.0,2.72811894801,2.2875308153565292,2.2875308153565292,2.2875308153565292,2.5
-2.0000000000000044,3.0,3.0,3.0,2.83013918602,2.3443619795931396,2.5,2.5,2.5
-2.0,3.0,3.0,3.0,2.93056795337,2.2570595964577147,2.5,2.5,2.5
-1.9999999999999956,3.0,3.0,3.0,3.0316377045,2.1656497910423704,2.5,2.5,2.5
-1.9999999999999978,3.0,3.0,3.0,3.13205131242,2.070841516331432,2.0792528337869682,2.0792528337869682,2.5
0.11391843816122378,3.0,3.0,3.0,3.2330368862800003,1.9708988533970644,1.9708988533970644,1.9708988533970644,2.5
2.5074340405173934,3.0,3.0,3.0,3.33341611167,1.976692282446205,1.976692282446205,1.976692282446205,2.5
3.0,3.0,3.0,3.0,3.4338252459599996,2.100202595483979,2.100202595483979,2.100202595483979,2.5
1.5392708250432887,3.0,3.0,3.0,3.53453388489,2.2394425144793613,2.5,2.5,2.5
-1.9999999999999956,3.0,3.0,3.0,3.63559979065,2.30786446221253,2.5,2.5,2.5
-1.9999999999999956,3.0,3.0,3.0,3.7364441254100003,2.2187521350758246,2.234923333453968,2.234923333453968,2.5
0.05221140886519265,3.0,3.0,3.0,3.83709707422,2.126087778447431,2.126087778447431,2.126087778447431,2.5
2.9999999999999956,3.0,3.0,3.0,3.93773427371,2.128557742134982,2.128557742134982,2.128557742134982,2.5
-0.46833415420526975,3.0,3.0,3.0,4.03840358502,2.2660039561886856,2.294163390511969,2.294163390511969,2.5
-2.0,3.0,3.0,3.0,4.13931859988,2.2450501181934968,2.5,2.5,2.5
-1.9999999999999956,3.0,3.0,3.0,4.24041944354,2.15310163683943,2.5,2.5,2.5
-2.0,3.0,3.0,3.0,4.34124039648,2.05731933515452,2.2262938577991673,2.2262938577991673,2.5
2.9999999999999956,3.0,3.0,3.0,4.44298512424,1.9559100019583304,1.9559100019583304,1.9559100019583304,2.5
3.0,3.0,3.0,3.0,4.54465315375,2.106084545506337,2.1661289595335593,2.1661289595335593,2.5
3.0,3.0,3.0,3.0,4.6463007462,2.2462140742860273,2.5,2.5,2.5
-0.07393842817968913,3.0,3.0,3.0,4.74816528036,2.3783744180596624,2.5,2.5,2.5
2.9999999999999956,3.0,3.0,3.0,4.84977721712,2.375213425927022,2.375213425927022,2.375213425927022,2.5
0.03303917875512395,3.0,3.0,3.0,4.9500548027099995,2.4986605076008184,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.05138401258,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.1525627926199995,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.25373774872,2.5,2.5,2.5,2.5
