a0,acc_rollover,acc_slide,acc_upper,s,v0,v_slide,v_upper,vel_stairsend
3.0000000000000004,3.0,3.0,3.0,0.0,0.0,2.5,2.5,2.5
2.9999999999999987,3.0,3.0,3.0,0.10571405557399999,0.7964196967956029,2.5,2.5,2.5
2.999999999999999,3.0,3.0,3.0,0.209428600376,1.120969046073976,2.5,2.5,2.5
3.0,3.0,3.0,3.0,0.31149069053000006,1.3670933191190717,2.5,2.5,2.5
2.9999999999999996,3.0,3.0,3.0,0.413275324646,1.5746910642649876,2.5,2.5,2.5
2.999999999999999,3.0,3.0,3.0,0.514896656034,1.7576632032912334,2.5,2.5,2.5
2.999999999999999,3.0,3.0,3.0,0.616466244868,1.923225797769986,2.5,2.5,2.5
3.0000000000000053,3.0,3.0,3.0,0.716912248211,2.073999394712062,2.5,2.5,2.5
2.999999999999999,3.0,3.0,3.0,0.8182073148000001,2.215681359943257,2.5,2.5,2.5
2.999999999999998,3.0,3.0,3.0,0.9197359715090001,2.349130866736462,2.5,2.5,2.5
0.6108330289855184,3.0,3.0,3.0,1.0210067521200001,2.475083940540199,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.12247432296,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.22271825072,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.32335237041,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.42555459985,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.52665241475,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.62754720849,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.7285442010499998,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.8298800708900003,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,1.93120575632,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.03253144174,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.13385712717,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.2351828125999997,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.33650849803,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.43783418345,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.53916111389,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.63936612412,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.74057636667,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.84103723569,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,2.9415646028299998,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.0419805468,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.1432687501700003,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.24370522558,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.34503394042,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.4463196612300004,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.54768531138,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.64901099687,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.75033668235,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.8516623678300004,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,3.9529880533199995,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.0543137388,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.15563942431,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.25696514356,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.35829419222,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.45964851333,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.56102213921,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.66236620557,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.76369307784,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.86501876609,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,4.96634445158,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.0676701370599995,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.16899582255,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.27032150803,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.371647193509999,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.472972878999999,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.574298564480001,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.675624250069999,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.7769500229699995,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.87828038027,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,5.97963783214,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,6.08102635561,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,6.1824194625,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,6.28381128253,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,6.38520302282,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,6.48659476306,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,6.587986503300001,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,6.689378243539999,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,6.790769983780001,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,6.892161724019999,2.5,2.5,2.5,2.5
-1.9523460225181912,3.0,3.0,3.0,6.9935534725399995,2.5,2.5,2.5,2.5
-2.0,3.0,3.0,3.0,7.0950100899,2.4194716682114934,2.5,2.5,2.5
-1.9999999999999956,3.0,3.0,3.0,7.19637130445,2.3341804332737657,2.5,2.5,2.5
-2.0000000000000044,3.0,3.0,3.0,7.2983704964,2.2450838575158185,2.5,2.5,2.5
-2.0,3.0,3.0,3.0,7.39959704497,2.153020049372069,2.5,2.5,2.5
-1.9999999999999933,3.0,3.0,3.0,7.501573510439999,2.0561102769837296,2.1391577322713964,2.1391577322713964,2.5
2.999999999999998,3.0,3.0,3.0,7.602988706819999,1.9549753670054546,1.9549753670054546,1.9549753670054546,2.5
1.8892409274071524,3.0,3.0,3.0,7.7038222777,2.1040271174293634,2.282207617957913,2.282207617957913,2.5
3.0,3.0,3.0,3.0,7.805117116619999,2.1930961724748124,2.1930961724748124,2.1930961724748124,2.5
3.0000000000000044,3.0,3.0,3.0,7.90516357011,2.3259298232456795,2.4347479077717455,2.4347479077717455,2.5
1.148569411000932,3.0,3.0,3.0,8.006394603310001,2.4530258339168967,2.5,2.5,2.5
0.0,3.0,3.0,3.0,8.1076789732,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,8.2089468946,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,8.310214815930001,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,8.41148273726,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,8.5127506586,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,8.61401857993,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,8.71528650126,2.5,2.5,2.5,2.5
0.0,3.0,3.0,3.0,8.81655492972,2.5,2.5,2.5,2.5
-1.7491854522523937,3.0,3.0,3.0,8.916555571970001,2.5,2.5,2.5,2.5
-2.0,3.0,3.0,3.0,9.017974531810001,2.4280030604862515,2.5,2.5,2.5
-1.9999999999999956,3.0,3.0,3.0,9.11860585419,2.3436453597356857,2.5,2.5,2.5
-1.9999999999999956,3.0,3.0,3.0,9.22001312603,2.2554477348966895,2.5,2.5,2.5
-2.0,3.0,3.0,3.0,9.3214004713,2.163676293665623,2.313780120551655,2.313780120551655,2.5
-2.000000000000002,3.0,3.0,3.0,9.421799906810001,2.068791280368951,2.4449588518277205,2.4449588518277205,2.5
-1.9999999999999978,3.0,3.0,3.0,9.52309026187,1.968434896431836,2.5,2.5,2.5
-2.0,3.0,3.0,3.0,9.62390523015,1.8631897564044875,1.9262792330259277,1.9262792330259277,2.5
-0.506636131450854,3.0,3.0,3.0,9.72441416979,1.751981823481799,1.751981823481799,1.751981823481799,2.5
2.5047777932657938,3.0,3.0,3.0,9.82491802593,1.7226730798585332,1.7226730798585332,1.7226730798585332,2.5
3.0,3.0,3.0,3.0,9.925096425680001,1.862646451205032,1.862646451205032,1.862646451205032,2.5
2.9999999999999956,3.0,3.0,3.0,10.0252531398,2.017521272975007,2.5,2.5,2.5
2.889623507825813,3.0,3.0,3.0,10.1261585982,2.1623655651408,2.5,2.5,2.5
-2.0000000000000044,3.0,3.0,3.0,10.2264970447,2.2925325526144524,2.5,2.5,2.5
2.6488806868226016,2.747527544029996,2.6488806868225985,2.6488806868225985,10.326607005,2.2034667375744386,2.2034667375744386,2.2034667375744386,2.5
