a0,acc_rollover,acc_slide,acc_upper,s,v0,v_slide,v_upper,vel_stairsend
3.0,4.43963868075051,3.0,3.0,0.0,0.0,2.5,2.5,2.5
3.0,4.471737340592049,3.0,3.0,0.10342214794,0.7877390987122577,2.5,2.5,2.5
3.000000000000001,4.503788458826622,3.0,3.0,0.21010844325,1.1227870054021822,2.5,2.5,2.5
3.0000000000000004,4.535791694700391,3.0,3.0,0.31255428251999995,1.369425315641565,2.5,2.5,2.5
2.9999999999999996,4.56774670796858,3.0,3.0,0.41508726962399994,1.5781392897155815,2.5,2.5,2.5
3.0,4.599653158899098,3.0,3.0,0.517538042279,1.7621657849572498,2.5,2.5,2.5
-0.9673656814186322,4.631510708276148,3.0,3.0,0.62028061133,1.9291665734145407,2.5,2.5,2.5
-2.0,4.663319017403831,3.0,3.0,0.7229260608939999,1.8769902230581808,2.5,2.5,2.5
-2.0,4.703723841829018,3.0,3.0,0.824681374427,1.765239656059199,2.5,2.5,2.5
-2.0,4.733971730967649,3.0,3.0,0.926080079219,1.646352399748,2.5,2.5,2.5
-1.999999999999999,4.752211375219722,3.0,3.0,1.0265793849200002,1.5193679611443693,1.855573989149945,1.855573989149945,2.5
3.000000000000003,4.759968684211398,3.0,3.0,1.12753410308,1.3800942463150838,1.3800942463150838,1.3800942463150838,2.5
3.0,4.7617008588118095,3.0,3.0,1.22823747378,1.5839445548730549,2.1136427334313908,2.1136427334313908,2.5
3.0,4.761817935150845,3.0,3.0,1.3290482478399999,1.764580685962532,2.5,2.5,2.5
3.0000000000000044,4.761818181818182,3.0,3.0,1.4297758576100001,1.9282403003495185,2.4596421829481856,2.4596421829481856,2.5
3.0000000000000067,4.761818181818182,3.0,3.0,1.53019480755,2.078611160253885,2.5,2.5,2.5
1.1537415917880953,4.761818181818182,3.0,3.0,1.6310573458500002,2.219414243743606,2.5,2.5,2.5
-2.0,4.761818181818182,3.0,3.0,1.73190743182,2.2712352284098607,2.3023669428584332,2.3023669428584332,2.5
-2.0,4.761818181818182,3.0,3.0,1.8328066172599997,2.1805762360004737,2.381597806027861,2.381597806027861,2.5
-2.000000000000002,4.761818181818182,3.0,3.0,1.9336407601700003,2.0860431801307446,2.5,2.5,2.5
-2.0,4.761818181818182,3.0,3.0,2.03445491316,1.987037880215169,2.5,2.5,2.5
-2.0,4.761818181818182,3.0,3.0,2.13534337728,1.8827548116868515,2.231758767038155,2.231758767038155,2.5
-2.0,4.761818181818182,3.0,3.0,2.23621740732,1.7723627057603057,2.5,2.5,2.5
-1.9999999999999978,4.761818181818182,3.0,3.0,2.3370238208000003,1.6547035706887172,2.5,2.5,2.5
-2.0,4.761818181818182,3.0,3.0,2.43788589384,1.5279383543487586,2.5,2.5,2.5
2.862112073887393,4.761818181818182,3.0,3.0,2.53869305121,1.3897363006016614,1.3897363006016614,1.3897363006016614,2.5
-1.4266152679668196,4.761818181818182,3.0,3.0,2.63985746931,1.5844414757868448,1.5844414757868448,1.5844414757868448,2.5
-2.0,4.761818181818182,3.0,3.0,2.74070641237,1.490875416102288,2.5,2.5,2.5
3.0,4.757914867907206,3.0,3.0,2.8416678660100003,1.3486525467214185,1.3486525467214185,1.3486525467214185,2.5
-0.8793866102401561,4.7579155783612235,3.0,3.0,2.94221435157,1.5563234256214762,2.2340846614147742,2.2340846614147742,2.5
-1.999999999999999,4.757916128401487,3.0,3.0,3.04302285449,1.4982801172697178,2.5,2.5,2.5
1.7726688905677552,4.75791668514288,3.0,3.0,3.1438463002,1.3570370396440035,1.3570370396440035,1.3570370396440035,2.5
3.000000000000002,4.757917234950484,3.0,3.0,3.24434619755,1.4825166474751497,1.4825166474751497,1.4825166474751497,2.5
3.0,4.757917791614968,3.0,3.0,3.34528266347,1.674357908441608,2.5,2.5,2.5
2.9999999999999933,4.757918341422543,3.0,3.0,3.44538559052,1.8450181483825454,2.5,2.5,2.5
3.0,4.7579188911053905,3.0,3.0,3.5468543171599998,2.0032234842126213,2.5,2.5,2.5
2.9999999999999956,4.757919448109142,3.0,3.0,3.6472469075,2.148315588953577,2.5,2.5,2.5
3.0,4.757919997791959,3.0,3.0,3.74768572388,2.284270730018873,2.5,2.5,2.5
2.1379341894748967,4.757919997791959,3.0,3.0,3.84812562747,2.4125779136767695,2.5,2.5,2.5
0.0,4.757919997791959,3.0,3.0,3.9485655316900004,2.5,2.5,2.5,2.5
0.0,4.757919997791959,3.0,3.0,4.0490054359,2.5,2.5,2.5,2.5
0.0,4.757919997791959,3.0,3.0,4.14944534011,2.5,2.5,2.5,2.5
0.0,4.757919997791959,3.0,3.0,4.249885244330001,2.5,2.5,2.5,2.5
0.0,4.761813052944759,3.0,3.0,4.3503251485400005,2.5,2.5,2.5,2.5
0.0,4.761813763258714,3.0,3.0,4.45076505275,2.5,2.5,2.5,2.5
0.0,4.7618143131905395,3.0,3.0,4.5512049569699995,2.5,2.5,2.5,2.5
0.0,4.7618148698221745,3.0,3.0,4.65164486118,2.5,2.5,2.5,2.5
0.0,4.761815419521387,3.0,3.0,4.75208476539,2.5,2.5,2.5,2.5
0.0,4.761815976076128,3.0,3.0,4.8525246696,2.5,2.5,2.5,2.5
0.0,4.761816525775309,3.0,3.0,4.95296457382,2.5,2.5,2.5,2.5
0.0,4.76181707534979,3.0,3.0,5.05340447803,2.5,2.5,2.5,2.5
0.0,4.761817632243731,3.0,3.0,5.15384438224,2.5,2.5,2.5,2.5
0.0,4.761818181818182,3.0,3.0,5.25428428646,2.5,2.5,2.5,2.5
0.0,4.761818181818182,3.0,3.0,5.35472419067,2.5,2.5,2.5,2.5
0.0,4.761818181818182,3.0,3.0,5.455164094880001,2.5,2.5,2.5,2.5
0.0,4.761818181818182,3.0,3.0,5.555603999090001,2.5,2.5,2.5,2.5
