a0,acc_rollover,acc_slide,acc_upper,s,v0,v_slide,v_upper,vel_stairsend
2.5,2.5,2.5,2.5,0.0,0.0,2.5,2.5,2.5
2.4999999999999996,2.5,2.5,2.5,0.10170168616,0.7130977708561428,1.7871579012881353,1.7871579012881353,2.5
2.5,2.5,2.5,2.5,0.203249905148,1.0080920224562835,1.7643198865138834,1.7643198865138834,2.5
2.5000000000000036,2.5,2.5,2.5,0.303276550917,1.2314149400527021,1.7801485769519885,1.7801485769519885,2.5
2.499999999999999,2.5,2.5,2.5,0.40385860574500004,1.4210183069633553,2.098733082268809,2.098733082268809,2.5
2.4999999999999973,2.5,2.5,2.5,0.50511000915,1.589197925291246,2.5,2.5,2.5
2.500000000000003,2.5,2.5,2.5,0.605290751647,1.7396705890009752,2.5,2.5,2.5
2.5000000000000027,2.5,2.5,2.5,0.705471478539,1.8781260321647748,2.5,2.5,2.5
2.5000000000000018,2.5,2.5,2.5,0.8056522054590001,2.0070528212518477,2.5,2.5,2.5
1.5301852472031863,2.5,2.5,2.5,0.906148047577,2.1285535553246016,2.5,2.5,2.5
-0.08905763139155781,2.5,2.5,2.5,1.00761265825,2.2002862401549215,2.2002862401549215,2.2002862401549215,2.5
-0.1166716179643592,2.5,2.5,2.5,1.10773558304,2.1962299782935975,2.1962299782935975,2.1962299782935975,2.5
-1.1573484916449917,2.5,2.5,2.5,1.2078585078200001,2.190904632862116,2.190904632862116,2.190904632862116,2.5
2.500000000000001,2.5,2.5,2.5,1.3089995503899998,2.1368088927588027,2.1368088927588027,2.1368088927588027,2.5
2.0100302728635415,2.5,2.5,2.5,1.40976834354,2.2516207962094996,2.5,2.5,2.5
-2.0,2.5,2.5,2.5,1.5099249835600002,2.3393229719002235,2.5,2.5,2.5
-1.9999999999999956,2.5,2.5,2.5,1.6100816231400001,2.2520669191966953,2.5,2.5,2.5
-2.0,2.5,2.5,2.5,1.7102382657799997,2.161291011867698,2.5,2.5,2.5
-2.0000000000000044,2.5,2.5,2.5,1.8112856356,2.065669227804901,2.5,2.5,2.5
-0.4089474191198128,2.5,2.5,2.5,1.91213963273,1.965597458835378,1.965597458835378,1.965597458835378,2.5
0.017049114766698556,2.5,2.5,2.5,2.01221922338,1.9446641842678971,1.9446641842678971,1.9446641842678971,2.5
1.9458454994380103,2.5,2.5,2.5,2.1122988140200003,1.9455413967396264,1.9455413967396264,1.9455413967396264,2.5
2.499999999999998,2.5,2.5,2.5,2.21406565843,2.044792517299002,2.044792517299002,2.044792517299002,2.5
2.4999999999999956,2.5,2.5,2.5,2.31419607013,2.1637533355958087,2.5,2.5,2.5
0.3203556214936256,2.5,2.5,2.5,2.41439607013,2.2765826357288215,2.5,2.5,2.5
-2.0,2.5,2.5,2.5,2.5145960701299996,2.2906391605508953,2.5,2.5,2.5
-2.0,2.5,2.5,2.5,2.61479612735,2.2014148938737805,2.5,2.5,2.5
-2.0000000000000044,2.5,2.5,2.5,2.7162343491400005,2.1072433765014678,2.1643000504397736,2.1643000504397736,2.5
0.06975625938689442,2.5,2.5,2.5,2.81671766337,2.0096122488901456,2.0096122488901456,2.0096122488901456,2.5
0.058549484977502966,2.5,2.5,2.5,2.91679725381,2.0130831444899244,2.0130831444899244,2.0130831444899244,2.5
2.395466823827666,2.5,2.5,2.5,3.0168768442400005,2.0159918064273756,2.0159918064273756,2.0159918064273756,2.5
2.5,2.5,2.5,2.5,3.1175558797600003,2.132268637500577,2.132268637500577,2.132268637500577,2.5
-0.0860160045164632,2.5,2.5,2.5,3.2187016775700004,2.247731863794827,2.252199717985281,2.252199717985281,2.5
-0.25018951006229967,2.5,2.5,2.5,3.3188246024,2.2438970973754144,2.2438970973754144,2.2438970973754144,2.5
-0.3371409207733433,2.5,2.5,2.5,3.41894752722,2.232705706669907,2.232705706669907,2.232705706669907,2.5
2.499999999999998,2.5,2.5,2.5,3.5190709322300004,2.2175354289580813,2.2175354289580813,2.2175354289580813,2.5
2.5000000000000067,2.5,2.5,2.5,3.6206788971900004,2.3292709596533205,2.5,2.5,2.5
1.12070063331723,2.5,2.5,2.5,3.7210640209900006,2.4346311471112627,2.5,2.5,2.5
-2.0000000000000044,2.5,2.5,2.5,3.82125920245,2.4803238556929244,2.5,2.5,2.5
-2.0000000000000044,2.5,2.5,2.5,3.9214543839099996,2.3981713248388687,2.5,2.5,2.5
-2.0,2.5,2.5,2.5,4.02328868607,2.3116852066489098,2.5,2.5,2.5
-2.0,2.5,2.5,2.5,4.123498913500001,2.22329655802356,2.5,2.5,2.5
-2.0,2.5,2.5,2.5,4.2236989135,2.1312549319401968,2.5,2.5,2.5
-2.000000000000002,2.5,2.5,2.5,4.3238989135,2.0350546884345424,2.5,2.5,2.5
-2.0,2.5,2.5,2.5,4.42410153004,1.9340726767004939,2.5,2.5,2.5
-0.7205402916614633,2.5,2.5,2.5,4.52415378389,1.8276838083649511,1.8276838083649511,1.8276838083649511,2.5
-0.032103051553805544,2.5,2.5,2.5,4.62428662004,1.7877719701993848,1.7877719701993848,1.7877719701993848,2.5
0.31842010304041846,2.5,2.5,2.5,4.724313266459999,1.7859748867934955,1.7859748867934955,1.7859748867934955,2.5
2.5,2.5,2.5,2.5,4.82433991288,1.8037204013861814,1.8037204013861814,1.8037204013861814,2.5
2.5000000000000067,2.5,2.5,2.5,4.9247185710000005,1.9378597929098815,2.3265247984577635,2.3265247984577635,2.5
2.5,2.5,2.5,2.5,5.02618029364,2.064608725685506,2.5,2.5,2.5
